mibcli,2025-11-05T14:53:45,get,FAP.0.LTE_MME_SHARED_ENABLE:+LTE_MOCN_PLMN_PRIMARY:+LTE_SIMPLE_LBT_ENABLE:+LTE_ENB_TYPE:+HMS_CONNECTED_STATE:+GPS_ANT_STATUS:+TUNNEL_CONFIG1_TUNNELENABLE:+TUNNEL_CONFIG2_TUNNELENABLE:+TUNNEL_CONFIG1_LINK_STATUS:+TUNNEL_CONFIG2_LINK_STATUS:+LTE_POOL_IPSEC1_ADDRESS:+LTE_POOL_IPSEC2_ADDRESS:+MAX_TX_POWER:+TOGGLE_SWITCH:+LTE_LICENSE_DC_AVAILABLE:+LTE_MMELIST_TUNNEL_MAP:+LTE_POOL_MME_LIST1:+LTE_POOL_MME_LIST2:+LTE_LICENSE_CA_AVAILABLE:+LTE_S1SIG_LINK_PORT:+MODULE_TYPE:+MME_IP_INTERFACE:+TFCS_MANAGER_CONFIG_PRIMSRC:+LTE_MME_IP_PLMN_LIST:+SUPPORTED_EXACT_POWER_RANGE:+LTE_MME_PLMN_STATUS:+LTE_S1CON_MODE:+TR069_SW_VERSION_STRING:+LONG_SERIAL_NUMBER:+REM_STATUS:+TFCS_SYNC_MGR_STATE:+LTE_RFTX_OP_STATE:+MME_STATUS:+LTE_LBO_TRANSFER_MODE:+LTE_LBO_SWITCH:+LTE_GET_IMSI_SWITCH:+SFP_STATUS:+SAS_ENABLE_MODE:+LTE_HALOB_ENABLE_STATE:+LTE_LICENSE_HALOB_CENTRALIZED_MODE_AVAILABLE:+LTE_LICENSE_HALOB_SINGLE_MODE_AVAILABLE:+ETH1_STATUS_SPEED:+ETH1_STATUS_LINK_STATUS:+LTE_MME_POOL_ENABLE:+LTE_MMEPOOL1_STATUS:+LTE_MMEPOOL2_STATUS:+WAN_CONFIG1_CONNECT_TYPE:+LTE_X_RADISYS_CA_ENABLE:+SAS_STATUS:+SAS_STATUS2:+SAS_OPERATION_STATUS:+UPTIME_STATUS:+IPSEC_ENABLE:,COMMISSIONING.0.UNIT_MAC_ADDRESS,success,
mibcli,2025-11-05T14:53:45,getobject,FAP_LTE.0.LTE_RAN_MOB_IDLE_MODE_INTER_FREQ_CARRIER,Failed,Object Not Found
mibcli,2025-11-05T14:53:46,get,FAP_LTE.0.LTE_ENB_TYPE:+LTE_X_RADISYS_NUM_OF_CELLS,success,
mibcli,2025-11-05T14:53:46,getobject,FAP.0.TR196_CURRENT_ALARM,success,
mibcli,2025-11-05T14:53:46,get,FAP_LTE.0.LTE_UL_PRB_RSSI_REPORT_ENABLE:+LTE_X_RADISYS_NUM_OF_CELLS,success,
mibcli,2025-11-05T14:53:46,getobject,FAP_LTE.1.LTE_RAN_MOB_IDLE_MODE_INTER_FREQ_CARRIER,Failed,Object Not Found
mibcli,2025-11-05T14:53:46,get,FAP_LTE.0.LTE_ENB_TYPE:+LTE_UL_PRB_USAGE:+LTE_UL_PRB_RSSI_REPORT_ENABLE:+LTE_CELL_IDENTITY:+LTE_CELL_POWER_MODIFY:+LTE_PHY_CELLID_LIST:+LTE_EARFCNDL_LIST:+LTE_EARFCNUL_LIST:+LTE_DL_BANDWIDTH:+LTE_FREQ_BAND_INDICATOR:+LTE_TAC:+LTE_DL_PRB_USAGE:+LTE_UE_SPEED_STATISTICS:+LTE_TDD_SPECIAL_SUB_FRAME_PATTERNS:+LTE_TDD_SUBFRAME_ASSIGNMENT:+LTE_RF_CARRIER_COMMON_ADMIN_STATE:+LTE_X_RADISYS_NUM_OF_CELLS:+LTE_TOT_UL_TPT:+LTE_TOT_DL_TPT:+LTE_EXIST_PLMNID_LIST:+LTE_CELL_POWER_SET_ENABLE,success,
mibcli,2025-11-05T14:53:46,getobject,FAP.0.TR196_HISTORY_EVENT,success,
mibcli,2025-11-05T14:53:46,getobject,FAP_LTE.0.LTE_RAN_NEIGH_LIST_LTE_CELL,Failed,Object Not Found
mibcli,2025-11-05T14:53:46,get,FAP_LTE.1.LTE_UL_PRB_RSSI_REPORT_ENABLE,success,
mibcli,2025-11-05T14:53:46,get,FAP_LTE.1.LTE_UL_PRB_USAGE:+LTE_CELL_IDENTITY:+LTE_CELL_POWER_MODIFY:+LTE_PHY_CELLID_LIST:+LTE_EARFCNDL_LIST:+LTE_EARFCNUL_LIST:+LTE_DL_BANDWIDTH:+LTE_FREQ_BAND_INDICATOR:+LTE_DL_PRB_USAGE:+LTE_RF_CARRIER_COMMON_ADMIN_STATE:+LTE_UE_SPEED_STATISTICS:+LTE_TOT_UL_TPT:+LTE_TOT_DL_TPT:+LTE_EXIST_PLMNID_LIST:+LTE_CELL_POWER_SET_ENABLE,success,
mibcli,2025-11-05T14:53:46,get,FAP_LTE.0.LTE_HOME_NODEB_NAME,success,
mibcli,2025-11-05T14:53:46,getobject,FAP_LTE.1.LTE_RAN_NEIGH_LIST_LTE_CELL,Failed,Object Not Found
mibcli,2025-11-05T14:53:46,get,FAP_LTE.1.LTE_HOME_NODEB_NAME,success,
mibcli,2025-11-05T14:53:46,getobject,FAP_LTE.0.LTE_RAN_MOB_IDLE_MODE_INTER_FREQ_CARRIER,Failed,Object Not Found
mibcli,2025-11-05T14:53:47,getobject,FAP_LTE.1.LTE_RAN_MOB_IDLE_MODE_INTER_FREQ_CARRIER,Failed,Object Not Found
mibcli,2025-11-05T14:53:47,getobject,FAP.0.MOCN_CFG,Failed,Object Not Found
mibcli,2025-11-05T14:53:47,getobject,FAP.0.SIMPLE_LBT_STATUS,success,
mibcli,2025-11-05T14:53:47,getobjectinstance,FAP.0.MULTI_CFG,success,
mibcli,2025-11-05T14:53:47,get,FAP_LTE.0.LTE_HOME_NODEB_NAME,success,
mibcli,2025-11-05T14:53:47,get,FAP_LTE.1.LTE_HOME_NODEB_NAME,success,
mibcli,2025-11-05T14:53:47,get,FAP_LTE.0.LTE_TOTCHART_DL_PRB:+LTE_TOTCHART_UL_PRB:+LTE_TOTCHART_DL_TPT:+LTE_TOTCHART_UL_TPT:+LTE_TOT_DL_TPT:+LTE_TOT_UL_TPT:+LTE_UL_PRB_USAGE:+LTE_DL_PRB_USAGE,success,
mibcli,2025-11-05T14:53:47,get,FAP_LTE.1.LTE_TOTCHART_DL_PRB:+LTE_TOTCHART_UL_PRB:+LTE_TOTCHART_DL_TPT:+LTE_TOTCHART_UL_TPT:+LTE_TOT_DL_TPT:+LTE_TOT_UL_TPT:+LTE_UL_PRB_USAGE:+LTE_DL_PRB_USAGE,success,
mibcli,2025-11-05T14:53:50,get,FAP.0.LOCAL_TIMEZONE_OFFSET_TO_GMT,success,
mibcli,2025-11-05T14:53:50,get,FAP.0.LTE_X_RADISYS_CA_ENABLE,success,
mibcli,2025-11-05T14:53:50,get,FAP.0.LOCAL_WEB_TIMEOUT,success,
mibcli,2025-11-05T14:53:50,get,FAP.0.LTE_ENB_NAME_ENABLE:+HALOD_MODE:+HIDE_SENSITIVE_ENABLE:+MANUFACTURER:+UPTIME_STATUS:+LTE_LBO_SWITCH:+MODULE_TYPE:+EX_MODULE_TYPE:+LANGUAGE_CHOOSE:+DUPLEX_MODE:+TR069_SW_VERSION_STRING:+LONG_SERIAL_NUMBER:+LTE_HALOB_ENABLE_STATE:+LTE_X_RADISYS_CA_ENABLE:+LTE_LICENSE_HALOB_SINGLE_MODE_AVAILABLE:+LTE_LICENSE_HALOB_CENTRALIZED_MODE_AVAILABLE:+LMT_PRIMARY_STATUS:+SAS_ENABLE_MODE:,COMMISSIONING.0.UNIT_MAC_ADDRESS,success,
mibcli,2025-11-05T14:53:50,getobject,FAP_LTE.0.LTE_RAN_MOB_IDLE_MODE_INTER_FREQ_CARRIER,Failed,Object Not Found
mibcli,2025-11-05T14:53:50,get,FAP.0.LTE_MME_SHARED_ENABLE:+LTE_MOCN_PLMN_PRIMARY:+LTE_SIMPLE_LBT_ENABLE:+LTE_ENB_TYPE:+HMS_CONNECTED_STATE:+GPS_ANT_STATUS:+TUNNEL_CONFIG1_TUNNELENABLE:+TUNNEL_CONFIG2_TUNNELENABLE:+TUNNEL_CONFIG1_LINK_STATUS:+TUNNEL_CONFIG2_LINK_STATUS:+LTE_POOL_IPSEC1_ADDRESS:+LTE_POOL_IPSEC2_ADDRESS:+MAX_TX_POWER:+TOGGLE_SWITCH:+LTE_LICENSE_DC_AVAILABLE:+LTE_MMELIST_TUNNEL_MAP:+LTE_POOL_MME_LIST1:+LTE_POOL_MME_LIST2:+LTE_LICENSE_CA_AVAILABLE:+LTE_S1SIG_LINK_PORT:+MODULE_TYPE:+MME_IP_INTERFACE:+TFCS_MANAGER_CONFIG_PRIMSRC:+LTE_MME_IP_PLMN_LIST:+SUPPORTED_EXACT_POWER_RANGE:+LTE_MME_PLMN_STATUS:+LTE_S1CON_MODE:+TR069_SW_VERSION_STRING:+LONG_SERIAL_NUMBER:+REM_STATUS:+TFCS_SYNC_MGR_STATE:+LTE_RFTX_OP_STATE:+MME_STATUS:+LTE_LBO_TRANSFER_MODE:+LTE_LBO_SWITCH:+LTE_GET_IMSI_SWITCH:+SFP_STATUS:+SAS_ENABLE_MODE:+LTE_HALOB_ENABLE_STATE:+LTE_LICENSE_HALOB_CENTRALIZED_MODE_AVAILABLE:+LTE_LICENSE_HALOB_SINGLE_MODE_AVAILABLE:+ETH1_STATUS_SPEED:+ETH1_STATUS_LINK_STATUS:+LTE_MME_POOL_ENABLE:+LTE_MMEPOOL1_STATUS:+LTE_MMEPOOL2_STATUS:+WAN_CONFIG1_CONNECT_TYPE:+LTE_X_RADISYS_CA_ENABLE:+SAS_STATUS:+SAS_STATUS2:+SAS_OPERATION_STATUS:+UPTIME_STATUS:+IPSEC_ENABLE:,COMMISSIONING.0.UNIT_MAC_ADDRESS,success,
mibcli,2025-11-05T14:53:50,getobject,FAP.0.TR196_CURRENT_ALARM,success,
mibcli,2025-11-05T14:53:50,get,FAP_LTE.0.LTE_UL_PRB_RSSI_REPORT_ENABLE:+LTE_X_RADISYS_NUM_OF_CELLS,success,
mibcli,2025-11-05T14:53:50,get,FAP_LTE.0.LTE_ENB_TYPE:+LTE_X_RADISYS_NUM_OF_CELLS,success,
mibcli,2025-11-05T14:53:50,getobject,FAP_LTE.1.LTE_RAN_MOB_IDLE_MODE_INTER_FREQ_CARRIER,Failed,Object Not Found
mibcli,2025-11-05T14:53:50,get,FAP_LTE.0.LTE_ENB_TYPE:+LTE_UL_PRB_USAGE:+LTE_UL_PRB_RSSI_REPORT_ENABLE:+LTE_CELL_IDENTITY:+LTE_CELL_POWER_MODIFY:+LTE_PHY_CELLID_LIST:+LTE_EARFCNDL_LIST:+LTE_EARFCNUL_LIST:+LTE_DL_BANDWIDTH:+LTE_FREQ_BAND_INDICATOR:+LTE_TAC:+LTE_DL_PRB_USAGE:+LTE_UE_SPEED_STATISTICS:+LTE_TDD_SPECIAL_SUB_FRAME_PATTERNS:+LTE_TDD_SUBFRAME_ASSIGNMENT:+LTE_RF_CARRIER_COMMON_ADMIN_STATE:+LTE_X_RADISYS_NUM_OF_CELLS:+LTE_TOT_UL_TPT:+LTE_TOT_DL_TPT:+LTE_EXIST_PLMNID_LIST:+LTE_CELL_POWER_SET_ENABLE,success,
mibcli,2025-11-05T14:53:51,getobject,FAP.0.TR196_HISTORY_EVENT,success,
mibcli,2025-11-05T14:53:51,get,FAP_LTE.1.LTE_UL_PRB_RSSI_REPORT_ENABLE,success,
mibcli,2025-11-05T14:53:51,getobject,FAP_LTE.0.LTE_RAN_NEIGH_LIST_LTE_CELL,Failed,Object Not Found
mibcli,2025-11-05T14:53:51,get,FAP_LTE.1.LTE_UL_PRB_USAGE:+LTE_CELL_IDENTITY:+LTE_CELL_POWER_MODIFY:+LTE_PHY_CELLID_LIST:+LTE_EARFCNDL_LIST:+LTE_EARFCNUL_LIST:+LTE_DL_BANDWIDTH:+LTE_FREQ_BAND_INDICATOR:+LTE_DL_PRB_USAGE:+LTE_RF_CARRIER_COMMON_ADMIN_STATE:+LTE_UE_SPEED_STATISTICS:+LTE_TOT_UL_TPT:+LTE_TOT_DL_TPT:+LTE_EXIST_PLMNID_LIST:+LTE_CELL_POWER_SET_ENABLE,success,
mibcli,2025-11-05T14:53:51,get,FAP_LTE.0.LTE_HOME_NODEB_NAME,success,
mibcli,2025-11-05T14:53:51,getobject,FAP_LTE.1.LTE_RAN_NEIGH_LIST_LTE_CELL,Failed,Object Not Found
mibcli,2025-11-05T14:53:51,getobject,FAP_LTE.0.LTE_RAN_MOB_IDLE_MODE_INTER_FREQ_CARRIER,Failed,Object Not Found
mibcli,2025-11-05T14:53:51,get,FAP_LTE.1.LTE_HOME_NODEB_NAME,success,
mibcli,2025-11-05T14:53:51,getobject,FAP_LTE.1.LTE_RAN_MOB_IDLE_MODE_INTER_FREQ_CARRIER,Failed,Object Not Found
mibcli,2025-11-05T14:53:51,getobject,FAP.0.MOCN_CFG,Failed,Object Not Found
mibcli,2025-11-05T14:53:51,getobject,FAP.0.SIMPLE_LBT_STATUS,success,
mibcli,2025-11-05T14:53:52,getobjectinstance,FAP.0.MULTI_CFG,success,
mibcli,2025-11-05T14:53:52,get,FAP_LTE.0.LTE_HOME_NODEB_NAME,success,
mibcli,2025-11-05T14:53:52,get,FAP_LTE.1.LTE_HOME_NODEB_NAME,success,
mibcli,2025-11-05T14:53:52,get,FAP_LTE.0.LTE_TOTCHART_DL_PRB:+LTE_TOTCHART_UL_PRB:+LTE_TOTCHART_DL_TPT:+LTE_TOTCHART_UL_TPT:+LTE_TOT_DL_TPT:+LTE_TOT_UL_TPT:+LTE_UL_PRB_USAGE:+LTE_DL_PRB_USAGE,success,
mibcli,2025-11-05T14:53:52,get,FAP_LTE.1.LTE_TOTCHART_DL_PRB:+LTE_TOTCHART_UL_PRB:+LTE_TOTCHART_DL_TPT:+LTE_TOTCHART_UL_TPT:+LTE_TOT_DL_TPT:+LTE_TOT_UL_TPT:+LTE_UL_PRB_USAGE:+LTE_DL_PRB_USAGE,success,
mibcli,2025-11-05T14:54:01,get,FAP.0.LOCAL_TIMEZONE_OFFSET_TO_GMT,success,
mibcli,2025-11-05T14:54:01,get,FAP.0.LOCAL_WEB_TIMEOUT,success,
mibcli,2025-11-05T14:54:01,get,FAP.0.LTE_ENB_NAME_ENABLE:+HALOD_MODE:+HIDE_SENSITIVE_ENABLE:+MANUFACTURER:+UPTIME_STATUS:+LTE_LBO_SWITCH:+MODULE_TYPE:+EX_MODULE_TYPE:+LANGUAGE_CHOOSE:+DUPLEX_MODE:+TR069_SW_VERSION_STRING:+LONG_SERIAL_NUMBER:+LTE_HALOB_ENABLE_STATE:+LTE_X_RADISYS_CA_ENABLE:+LTE_LICENSE_HALOB_SINGLE_MODE_AVAILABLE:+LTE_LICENSE_HALOB_CENTRALIZED_MODE_AVAILABLE:+LMT_PRIMARY_STATUS:+SAS_ENABLE_MODE:,COMMISSIONING.0.UNIT_MAC_ADDRESS,success,
mibcli,2025-11-05T14:54:01,get,FAP.0.LTE_X_RADISYS_CA_ENABLE,success,
mibcli,2025-11-05T14:54:01,get,FAP.0.LTE_MME_SHARED_ENABLE:+LTE_MOCN_PLMN_PRIMARY:+LTE_SIMPLE_LBT_ENABLE:+LTE_ENB_TYPE:+HMS_CONNECTED_STATE:+GPS_ANT_STATUS:+TUNNEL_CONFIG1_TUNNELENABLE:+TUNNEL_CONFIG2_TUNNELENABLE:+TUNNEL_CONFIG1_LINK_STATUS:+TUNNEL_CONFIG2_LINK_STATUS:+LTE_POOL_IPSEC1_ADDRESS:+LTE_POOL_IPSEC2_ADDRESS:+MAX_TX_POWER:+TOGGLE_SWITCH:+LTE_LICENSE_DC_AVAILABLE:+LTE_MMELIST_TUNNEL_MAP:+LTE_POOL_MME_LIST1:+LTE_POOL_MME_LIST2:+LTE_LICENSE_CA_AVAILABLE:+LTE_S1SIG_LINK_PORT:+MODULE_TYPE:+MME_IP_INTERFACE:+TFCS_MANAGER_CONFIG_PRIMSRC:+LTE_MME_IP_PLMN_LIST:+SUPPORTED_EXACT_POWER_RANGE:+LTE_MME_PLMN_STATUS:+LTE_S1CON_MODE:+TR069_SW_VERSION_STRING:+LONG_SERIAL_NUMBER:+REM_STATUS:+TFCS_SYNC_MGR_STATE:+LTE_RFTX_OP_STATE:+MME_STATUS:+LTE_LBO_TRANSFER_MODE:+LTE_LBO_SWITCH:+LTE_GET_IMSI_SWITCH:+SFP_STATUS:+SAS_ENABLE_MODE:+LTE_HALOB_ENABLE_STATE:+LTE_LICENSE_HALOB_CENTRALIZED_MODE_AVAILABLE:+LTE_LICENSE_HALOB_SINGLE_MODE_AVAILABLE:+ETH1_STATUS_SPEED:+ETH1_STATUS_LINK_STATUS:+LTE_MME_POOL_ENABLE:+LTE_MMEPOOL1_STATUS:+LTE_MMEPOOL2_STATUS:+WAN_CONFIG1_CONNECT_TYPE:+LTE_X_RADISYS_CA_ENABLE:+SAS_STATUS:+SAS_STATUS2:+SAS_OPERATION_STATUS:+UPTIME_STATUS:+IPSEC_ENABLE:,COMMISSIONING.0.UNIT_MAC_ADDRESS,success,
mibcli,2025-11-05T14:54:01,getobject,FAP_LTE.0.LTE_RAN_MOB_IDLE_MODE_INTER_FREQ_CARRIER,Failed,Object Not Found
mibcli,2025-11-05T14:54:01,getobject,FAP.0.TR196_CURRENT_ALARM,Failed,Object Not Found
mibcli,2025-11-05T14:54:01,get,FAP_LTE.0.LTE_ENB_TYPE:+LTE_X_RADISYS_NUM_OF_CELLS,success,
mibcli,2025-11-05T14:54:02,get,FAP_LTE.0.LTE_UL_PRB_RSSI_REPORT_ENABLE:+LTE_X_RADISYS_NUM_OF_CELLS,success,
mibcli,2025-11-05T14:54:02,get,FAP_LTE.0.LTE_ENB_TYPE:+LTE_UL_PRB_USAGE:+LTE_UL_PRB_RSSI_REPORT_ENABLE:+LTE_CELL_IDENTITY:+LTE_CELL_POWER_MODIFY:+LTE_PHY_CELLID_LIST:+LTE_EARFCNDL_LIST:+LTE_EARFCNUL_LIST:+LTE_DL_BANDWIDTH:+LTE_FREQ_BAND_INDICATOR:+LTE_TAC:+LTE_DL_PRB_USAGE:+LTE_UE_SPEED_STATISTICS:+LTE_TDD_SPECIAL_SUB_FRAME_PATTERNS:+LTE_TDD_SUBFRAME_ASSIGNMENT:+LTE_RF_CARRIER_COMMON_ADMIN_STATE:+LTE_X_RADISYS_NUM_OF_CELLS:+LTE_TOT_UL_TPT:+LTE_TOT_DL_TPT:+LTE_EXIST_PLMNID_LIST:+LTE_CELL_POWER_SET_ENABLE,success,
mibcli,2025-11-05T14:54:02,getobject,FAP_LTE.1.LTE_RAN_MOB_IDLE_MODE_INTER_FREQ_CARRIER,Failed,Object Not Found
mibcli,2025-11-05T14:54:02,getobject,FAP.0.TR196_HISTORY_EVENT,success,
mibcli,2025-11-05T14:54:02,get,FAP_LTE.1.LTE_UL_PRB_RSSI_REPORT_ENABLE,success,
mibcli,2025-11-05T14:54:02,get,FAP_LTE.1.LTE_UL_PRB_USAGE:+LTE_CELL_IDENTITY:+LTE_CELL_POWER_MODIFY:+LTE_PHY_CELLID_LIST:+LTE_EARFCNDL_LIST:+LTE_EARFCNUL_LIST:+LTE_DL_BANDWIDTH:+LTE_FREQ_BAND_INDICATOR:+LTE_DL_PRB_USAGE:+LTE_RF_CARRIER_COMMON_ADMIN_STATE:+LTE_UE_SPEED_STATISTICS:+LTE_TOT_UL_TPT:+LTE_TOT_DL_TPT:+LTE_EXIST_PLMNID_LIST:+LTE_CELL_POWER_SET_ENABLE,success,
mibcli,2025-11-05T14:54:02,getobject,FAP_LTE.0.LTE_RAN_NEIGH_LIST_LTE_CELL,Failed,Object Not Found
mibcli,2025-11-05T14:54:02,get,FAP_LTE.0.LTE_HOME_NODEB_NAME,success,
mibcli,2025-11-05T14:54:02,getobject,FAP_LTE.0.LTE_RAN_MOB_IDLE_MODE_INTER_FREQ_CARRIER,Failed,Object Not Found
mibcli,2025-11-05T14:54:02,getobject,FAP_LTE.1.LTE_RAN_NEIGH_LIST_LTE_CELL,Failed,Object Not Found
mibcli,2025-11-05T14:54:02,get,FAP_LTE.1.LTE_HOME_NODEB_NAME,success,
mibcli,2025-11-05T14:54:03,getobject,FAP_LTE.1.LTE_RAN_MOB_IDLE_MODE_INTER_FREQ_CARRIER,Failed,Object Not Found
mibcli,2025-11-05T14:54:03,getobject,FAP.0.MOCN_CFG,Failed,Object Not Found
mibcli,2025-11-05T14:54:03,getobject,FAP.0.SIMPLE_LBT_STATUS,success,
mibcli,2025-11-05T14:54:03,getobjectinstance,FAP.0.MULTI_CFG,success,
mibcli,2025-11-05T14:54:03,get,FAP_LTE.0.LTE_HOME_NODEB_NAME,success,
mibcli,2025-11-05T14:54:03,get,FAP_LTE.1.LTE_HOME_NODEB_NAME,success,
mibcli,2025-11-05T14:54:03,get,FAP_LTE.0.LTE_TOTCHART_DL_PRB:+LTE_TOTCHART_UL_PRB:+LTE_TOTCHART_DL_TPT:+LTE_TOTCHART_UL_TPT:+LTE_TOT_DL_TPT:+LTE_TOT_UL_TPT:+LTE_UL_PRB_USAGE:+LTE_DL_PRB_USAGE,success,
mibcli,2025-11-05T14:54:03,get,FAP_LTE.1.LTE_TOTCHART_DL_PRB:+LTE_TOTCHART_UL_PRB:+LTE_TOTCHART_DL_TPT:+LTE_TOTCHART_UL_TPT:+LTE_TOT_DL_TPT:+LTE_TOT_UL_TPT:+LTE_UL_PRB_USAGE:+LTE_DL_PRB_USAGE,success,
mibcli,2025-11-05T14:54:33,get,FAP.0.LTE_MME_SHARED_ENABLE:+LTE_MOCN_PLMN_PRIMARY:+LTE_SIMPLE_LBT_ENABLE:+LTE_ENB_TYPE:+HMS_CONNECTED_STATE:+GPS_ANT_STATUS:+TUNNEL_CONFIG1_TUNNELENABLE:+TUNNEL_CONFIG2_TUNNELENABLE:+TUNNEL_CONFIG1_LINK_STATUS:+TUNNEL_CONFIG2_LINK_STATUS:+LTE_POOL_IPSEC1_ADDRESS:+LTE_POOL_IPSEC2_ADDRESS:+MAX_TX_POWER:+TOGGLE_SWITCH:+LTE_LICENSE_DC_AVAILABLE:+LTE_MMELIST_TUNNEL_MAP:+LTE_POOL_MME_LIST1:+LTE_POOL_MME_LIST2:+LTE_LICENSE_CA_AVAILABLE:+LTE_S1SIG_LINK_PORT:+MODULE_TYPE:+MME_IP_INTERFACE:+TFCS_MANAGER_CONFIG_PRIMSRC:+LTE_MME_IP_PLMN_LIST:+SUPPORTED_EXACT_POWER_RANGE:+LTE_MME_PLMN_STATUS:+LTE_S1CON_MODE:+TR069_SW_VERSION_STRING:+LONG_SERIAL_NUMBER:+REM_STATUS:+TFCS_SYNC_MGR_STATE:+LTE_RFTX_OP_STATE:+MME_STATUS:+LTE_LBO_TRANSFER_MODE:+LTE_LBO_SWITCH:+LTE_GET_IMSI_SWITCH:+SFP_STATUS:+SAS_ENABLE_MODE:+LTE_HALOB_ENABLE_STATE:+LTE_LICENSE_HALOB_CENTRALIZED_MODE_AVAILABLE:+LTE_LICENSE_HALOB_SINGLE_MODE_AVAILABLE:+ETH1_STATUS_SPEED:+ETH1_STATUS_LINK_STATUS:+LTE_MME_POOL_ENABLE:+LTE_MMEPOOL1_STATUS:+LTE_MMEPOOL2_STATUS:+WAN_CONFIG1_CONNECT_TYPE:+LTE_X_RADISYS_CA_ENABLE:+SAS_STATUS:+SAS_STATUS2:+SAS_OPERATION_STATUS:+UPTIME_STATUS:+IPSEC_ENABLE:,COMMISSIONING.0.UNIT_MAC_ADDRESS,success,
mibcli,2025-11-05T14:54:33,get,FAP_LTE.0.LTE_ENB_TYPE:+LTE_UL_PRB_USAGE:+LTE_UL_PRB_RSSI_REPORT_ENABLE:+LTE_CELL_IDENTITY:+LTE_CELL_POWER_MODIFY:+LTE_PHY_CELLID_LIST:+LTE_EARFCNDL_LIST:+LTE_EARFCNUL_LIST:+LTE_DL_BANDWIDTH:+LTE_FREQ_BAND_INDICATOR:+LTE_TAC:+LTE_DL_PRB_USAGE:+LTE_UE_SPEED_STATISTICS:+LTE_TDD_SPECIAL_SUB_FRAME_PATTERNS:+LTE_TDD_SUBFRAME_ASSIGNMENT:+LTE_RF_CARRIER_COMMON_ADMIN_STATE:+LTE_X_RADISYS_NUM_OF_CELLS:+LTE_TOT_UL_TPT:+LTE_TOT_DL_TPT:+LTE_EXIST_PLMNID_LIST:+LTE_CELL_POWER_SET_ENABLE,success,
mibcli,2025-11-05T14:54:34,get,FAP_LTE.1.LTE_UL_PRB_USAGE:+LTE_CELL_IDENTITY:+LTE_CELL_POWER_MODIFY:+LTE_PHY_CELLID_LIST:+LTE_EARFCNDL_LIST:+LTE_EARFCNUL_LIST:+LTE_DL_BANDWIDTH:+LTE_FREQ_BAND_INDICATOR:+LTE_DL_PRB_USAGE:+LTE_RF_CARRIER_COMMON_ADMIN_STATE:+LTE_UE_SPEED_STATISTICS:+LTE_TOT_UL_TPT:+LTE_TOT_DL_TPT:+LTE_EXIST_PLMNID_LIST:+LTE_CELL_POWER_SET_ENABLE,success,
mibcli,2025-11-05T14:54:34,getobject,FAP_LTE.0.LTE_RAN_MOB_IDLE_MODE_INTER_FREQ_CARRIER,Failed,Object Not Found
mibcli,2025-11-05T14:54:34,getobject,FAP_LTE.1.LTE_RAN_MOB_IDLE_MODE_INTER_FREQ_CARRIER,Failed,Object Not Found
mibcli,2025-11-05T14:54:34,getobject,FAP.0.MOCN_CFG,Failed,Object Not Found
mibcli,2025-11-05T14:54:34,getobject,FAP.0.SIMPLE_LBT_STATUS,success,
mibcli,2025-11-05T14:54:34,getobjectinstance,FAP.0.MULTI_CFG,success,
mibcli,2025-11-05T14:54:34,get,FAP_LTE.0.LTE_HOME_NODEB_NAME,success,
mibcli,2025-11-05T14:54:34,get,FAP_LTE.1.LTE_HOME_NODEB_NAME,success,
mibcli,2025-11-05T14:54:35,get,FAP_LTE.0.LTE_TOTCHART_DL_PRB:+LTE_TOTCHART_UL_PRB:+LTE_TOTCHART_DL_TPT:+LTE_TOTCHART_UL_TPT:+LTE_TOT_DL_TPT:+LTE_TOT_UL_TPT:+LTE_UL_PRB_USAGE:+LTE_DL_PRB_USAGE,success,
mibcli,2025-11-05T14:54:35,get,FAP_LTE.1.LTE_TOTCHART_DL_PRB:+LTE_TOTCHART_UL_PRB:+LTE_TOTCHART_DL_TPT:+LTE_TOTCHART_UL_TPT:+LTE_TOT_DL_TPT:+LTE_TOT_UL_TPT:+LTE_UL_PRB_USAGE:+LTE_DL_PRB_USAGE,success,
mibcli,2025-11-05T14:55:02,get,FAP.0.LOCAL_TIMEZONE_OFFSET_TO_GMT,success,
mibcli,2025-11-05T14:55:02,getobject,FAP.0.TR196_CURRENT_ALARM,Failed,Object Not Found
mibcli,2025-11-05T14:55:02,getobject,FAP.0.TR196_HISTORY_EVENT,success,
